-3.257241271830756402e-01,3.900932154751107994e+00,-1.906854795516510492e+00,2.726968700735609152e-01,1.181972688751662171e+00,7.081825403673867037e-01,-4.933418227124108379e-01,5.322128744454199811e-01,1.398259871390285791e-01,2.277755418179965741e+00,7.018091811059000429e-02,3.549302963945442646e-01,1.226076329760361350e-01,9.665618801305747576e-02,-3.273973557482857677e-01,-1.024250657059502911e+00,1.463778231740599178e+00,-4.988853996401335644e-01,-2.917408474377943262e-01,-1.049553765371074254e+00,1.353372558766416711e+00,-3.584213990276904349e-01,1.486239455668468268e-01,8.367616940394903557e-02,1.050272832166076586e+00,9.000000000000000000e+00
-1.679037831215961951e+00,1.524536736520001767e+00,2.437169918399685997e+00,8.032337339958062206e-01,1.784205001417901615e+00,1.071266835910233306e+00,-1.800060213548400512e+00,-1.188292541700638250e+00,4.320755306566111398e-01,-2.086255993854922330e+00,-8.727372535875833615e-01,5.139391372020543081e-01,-1.886738272862850674e-01,-8.989802575124619111e-01,6.587992896496694395e-02,5.826207915097968426e-01,-5.171764057312231433e-01,-3.599336092179419855e-01,1.255810655252263652e+00,2.277940990525571530e-01,-7.199519149091169190e-01,6.056145721520297398e-01,-4.596754444461650935e-01,1.192582924668341926e+00,-2.556806898944752882e-01,4.000000000000000000e+00
-3.474411403740951698e+00,-9.521605827683119472e-01,-5.228979764175818445e-01,9.538903974063450697e-02,-1.442087970377711414e+00,-1.432418869987847510e+00,1.600352765416118705e+00,-5.897000566157539758e-01,-5.224512247946755394e-01,1.169382877070775928e+00,1.027642201877373207e+00,1.614526031368292536e+00,-5.471398567066466934e-02,-2.970251487056692064e-01,-4.824239420375736054e-01,-7.196659447395749032e-01,-1.061416385601745560e+00,-5.566362442692091017e-01,-2.891996717964617769e-01,-3.726093791389807341e-01,4.569706884126868429e-01,-8.926992855720639053e-02,8.672335680347917908e-01,1.621304585539870002e-01,-2.706760147613744283e-01,1.000000000000000000e+00
4.612374727459816803e+00,-2.478792481979130990e-01,1.131149752603662240e+00,-7.982097563806859197e-01,-2.093874701258920723e+00,-6.324934226942990900e-02,-5.638892211833830270e-01,6.910298826831789976e-02,-2.154664103502846650e+00,1.123740267342539234e-01,-1.463063684509085416e+00,2.687907287015832702e-01,4.619577237597644048e-01,1.227737439854877488e+00,-1.546411657135283946e+00,2.383149435163039453e-01,-9.526763593553613796e-02,2.193142620581715052e-01,-1.825641398394232395e-01,-3.335054150415821539e-01,-3.749898989874660415e-01,6.691847772934085281e-01,4.799068785524723824e-01,-3.391891756321896989e-01,4.697332981364229498e-01,0.000000000000000000e+00
1.568663732220527240e+00,1.404309298470934886e-01,-3.120667998984283376e-02,-3.676875208071093137e-01,-2.284484516331681814e+00,-5.534244027816550560e-01,-1.804738134235020386e+00,1.959058314999889694e-01,-9.225652332681873180e-02,-6.505896247181329750e-01,-1.518255634215223360e+00,-1.912757584488731455e+00,-3.020771339840126468e-01,-1.636384065114130149e+00,-1.967576517286239834e+00,3.518540649163378053e-01,-8.024827541852448398e-01,5.767822684243998355e-01,-5.181237672000218453e-01,-1.614515213359993262e-01,-2.545241238102799453e-01,-5.339224222061956793e-01,5.981541295575355521e-01,-7.566324760126248439e-01,-7.203310407056240372e-01,0.000000000000000000e+00
1.787907182656248484e+00,-7.154062405188228446e-01,-1.782032113516721861e+00,3.474376943659905903e-01,1.916708245483185413e+00,-2.444418445492552383e+00,-1.825590766732355874e+00,-1.269228951911666847e+00,-1.588152998351771039e+00,-1.370656259942357513e+00,-6.225412486743391316e-01,-3.769657361569499487e-01,-1.054481766147397498e-01,8.174776118760117560e-01,-1.595195035316715693e+00,-2.608397534136783213e-01,-1.376903335060134792e-01,1.499948542302684817e-01,1.203688109295754094e+00,-4.794705998976518391e-01,6.021340995072039792e-01,7.403659212814384105e-01,7.157272709652934273e-02,-1.210071940417699832e+00,6.348418656075417443e-01,5.000000000000000000e+00
1.292982630482386819e+00,-4.151562635769244558e+00,-2.565642726818534225e+00,-1.334999333648630548e+00,1.327890183527872914e+00,4.924925095283267940e-01,-9.909090520029019133e-01,3.016694201749715809e+00,-7.312747166877568983e-01,-1.174108057653781678e+00,-5.838876103354886382e-01,1.087578572078161221e+00,-3.838169149905394928e-01,1.388798762358703698e+00,-6.538256887447121413e-01,-6.346323677599463586e-01,-7.790727892086524164e-01,-6.929196933767423072e-01,2.229553917109702521e+00,-3.592138479579837784e-01,-2.994991652219080036e-01,-1.059620386889526811e-01,6.337893414776650802e-01,-7.420448938146605444e-01,-5.124662956903733857e-01,3.000000000000000000e+00
1.419558512674657935e+00,5.661169943993415998e-01,5.212473746671708597e-01,1.547113273053573934e+00,-4.302875666278957567e+00,5.592570244922621114e-01,1.154879047998606190e+00,-1.401045749976684296e-01,1.259656176670540306e+00,2.333587641138912816e-01,-7.033572765461151288e-01,-2.701787085711939707e-01,1.490309982804689737e+00,-1.880915721913515082e+00,1.308368831749745498e+00,-2.566895896690896128e-01,1.894412155542446241e+00,-1.180865270625185981e-01,1.245108948362700640e-01,-8.130661108040830864e-01,-9.081865271352473901e-01,-1.260310534157100815e+00,-4.557904875939013944e-01,-8.392782002914263018e-01,2.064562724834187180e-01,0.000000000000000000e+00
1.835572280506166276e+00,3.429320029252717728e+00,1.237811374319493229e-02,3.035602694405154622e+00,7.998048250285244576e-01,2.973127968722352854e+00,-1.008898964411922616e+00,9.007751705183221214e-01,1.545443919991396076e-01,1.168386133601350796e+00,6.365934701678673813e-01,1.165422762922784461e+00,1.088854199032224246e+00,-4.912774844596415891e-01,-1.269734419666844083e+00,7.199526709669704649e-01,-5.865864926494894771e-01,-9.093364460893071932e-01,8.212139142431004735e-02,6.216599240419677930e-01,4.176034661050156416e-01,-1.562259489917227961e+00,-1.300885748056308300e+00,5.977687200162782322e-01,-5.650248034575020561e-01,4.000000000000000000e+00
-3.564681293047013533e+00,-2.421932971712171589e+00,4.715897450242807487e-01,9.528212062888096190e-01,-1.152832934448688063e+00,1.326696100842588599e+00,-9.304553696984754207e-01,-1.928456734769422032e-01,1.306831810194413634e+00,1.770413584231859683e-01,-1.130983462899904701e+00,-8.593065139629230131e-01,-1.916779347615989171e-01,1.132458205406492890e+00,-1.135367353575996274e+00,4.805289558070752753e-01,5.650408111352514529e-02,2.950625680805820661e-01,-4.826373546240728674e-01,2.194416152612548299e-01,2.435080498647811398e-01,-2.983686642190743754e-01,3.862615271945533668e-01,-6.679802460422196164e-01,5.621582058101073365e-01,1.000000000000000000e+00
1.925500009556291081e+00,-2.927479311663259698e-01,-1.093275606803986999e-01,2.603909287433048725e+00,-1.843717699090937634e-01,-1.278980629195505037e+00,1.876110298147646571e-01,-2.875634306770420867e+00,-2.979789680369545057e-01,1.371285010215832767e-01,-6.029843705819576405e-01,-9.758144560313476434e-01,-1.225608036445514637e+00,-2.516796631308840237e-02,-1.209389666154328802e-01,-4.705018449101356914e-01,6.037876616572150912e-01,-1.999247743182170023e+00,1.728847413714147685e-01,4.773702825230325408e-01,2.338794947059087970e-01,1.401457722633022707e+00,3.044660483799110917e-02,-9.108506787409345051e-01,3.396806741132838425e-01,6.000000000000000000e+00
2.106819377937032112e+00,5.663723855243973926e-01,4.027275451022139796e-01,-1.809659132251049130e+00,1.425926874865178551e+00,9.473720376642320584e-01,-3.277465823776095633e+00,-2.924863425247418824e+00,2.133923220693174361e-01,9.094230096419854137e-01,1.150482710496383287e+00,4.849847151671069501e-01,1.304976663942779558e-01,-6.249705578791504568e-01,2.873418309627027711e-01,-7.688725968901419794e-01,-8.996346762602861480e-01,-2.102656417216097195e-01,-1.304181910956918156e+00,-1.504538478616141428e-01,1.359237893772560657e+00,3.151000951635187231e-01,-2.796662052070420512e-01,1.317567682275183838e+00,-2.900897611461594749e-01,8.000000000000000000e+00
2.024641481191946646e+00,1.816621985586921006e+00,2.305528751688617761e-01,1.901986412981152785e+00,-2.135105576472235533e+00,6.015745943771777515e-01,2.208276524891103598e+00,5.060202630225208997e-01,1.081550251177567645e+00,8.697673748862709830e-01,-7.442971234117115031e-01,-1.655863073654489925e+00,6.715425223334723359e-01,3.842614159833732668e-01,-4.770646565088436653e-01,-1.355258345918989304e+00,1.110649013625454984e+00,1.106894142723940933e+00,-2.802326277263829657e-01,-1.507779735490166195e-01,-9.296779019316910864e-01,2.638917256539989875e-01,1.150943614273899351e+00,3.451790525561258538e-01,-8.742118325118258815e-01,9.000000000000000000e+00
